target_id,pair_id,family,gene_name,uniprot_id,pdb_id,pdb_chain,af2_pdb,experimental_pdb,state,state_label,substrate,substrate_class,ligand_ccd,ligand_sdf,reference_ligand_sdf,has_tonb,tonb_chain,resolution,method,region_annotation_json,split,notes,task_type,evidence_level,label_weight,source_db,source_query,rcsb_polymer_entity_id,sequence_length,reference_coverage,mutation_count,deletion_count,split_group_id,af_version,download_status
tbdt_p77774,tbdt_p77774_6lyr_b,tbdt,,P77774,6LYR,B,raw_af2/AF-P77774-F1-model_v6.pdb,raw_pdb/6LYR.pdb,unknown,unknown,none,none,,,,false,,3.28,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6LYR_2,400,1.0,0,0,P77774,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_6lyr_d,tbdt,,P0AC02,6LYR,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/6LYR.pdb,unknown,unknown,none,none,,,,false,,3.28,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6LYR_4,245,1.0,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_7ri4_c,tbdt,,P0A903,7RI4,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/7RI4.pdb,unknown,unknown,none,none,,,,false,,3.4,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7RI4_4,344,1.0,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_b1xd46,tbdt_b1xd46_8bo2_a,tbdt,,B1XD46,8BO2,A,raw_af2/AF-B1XD46-F1-model_v6.pdb,raw_pdb/8BO2.pdb,unknown,unknown,none,none,,,,false,,3.1,ELECTRON MICROSCOPY,,test,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BO2_1,787,0.971604938271605,1,0,B1XD46,6,pdb:downloaded;afdb:downloaded
tbdt_p77774,tbdt_p77774_8bo2_b,tbdt,,P77774,8BO2,B,raw_af2/AF-P77774-F1-model_v6.pdb,raw_pdb/8BO2.pdb,unknown,unknown,none,none,,,,false,,3.1,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BO2_2,392,1.0,0,0,P77774,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_6lyq_d,tbdt,,P0AC02,6LYQ,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/6LYQ.pdb,unknown,unknown,none,none,,,,false,,3.19,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6LYQ_4,245,1.0,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_6lyr_a,tbdt,,P0A940,6LYR,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/6LYR.pdb,unknown,unknown,none,none,,,,false,,3.28,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6LYR_1,810,1.0,0,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_6lyr_c,tbdt,,P0A903,6LYR,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/6LYR.pdb,unknown,unknown,none,none,,,,false,,3.28,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6LYR_3,344,1.0,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_7ri4_a,tbdt,,P0A940,7RI4,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/7RI4.pdb,unknown,unknown,none,none,,,,false,,3.4,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7RI4_2,810,1.0,0,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p0a937,tbdt_p0a937_7ri4_e,tbdt,,P0A937,7RI4,E,raw_af2/AF-P0A937-F1-model_v6.pdb,raw_pdb/7RI4.pdb,unknown,unknown,none,none,,,,false,,3.4,ELECTRON MICROSCOPY,,test,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7RI4_6,123,1.0,0,0,P0A937,6,pdb:downloaded;afdb:downloaded
tbdt_p0a937,tbdt_p0a937_8bnz_e,tbdt,,P0A937,8BNZ,E,raw_af2/AF-P0A937-F1-model_v6.pdb,raw_pdb/8BNZ.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,test,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BNZ_5,123,1.0,0,0,P0A937,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_8bo2_d,tbdt,,P0AC02,8BO2,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/8BO2.pdb,unknown,unknown,none,none,,,,false,,3.1,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BO2_4,245,1.0,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0a937,tbdt_p0a937_8bo2_e,tbdt,,P0A937,8BO2,E,raw_af2/AF-P0A937-F1-model_v6.pdb,raw_pdb/8BO2.pdb,unknown,unknown,none,none,,,,false,,3.1,ELECTRON MICROSCOPY,,test,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BO2_5,123,1.0,0,0,P0A937,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_6lyq_a,tbdt,,P0A940,6LYQ,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/6LYQ.pdb,unknown,unknown,none,none,,,,false,,3.19,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6LYQ_1,810,1.0,0,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p77774,tbdt_p77774_6lyq_b,tbdt,,P77774,6LYQ,B,raw_af2/AF-P77774-F1-model_v6.pdb,raw_pdb/6LYQ.pdb,unknown,unknown,none,none,,,,false,,3.19,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6LYQ_2,400,1.0,0,0,P77774,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_6lyq_c,tbdt,,P0A903,6LYQ,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/6LYQ.pdb,unknown,unknown,none,none,,,,false,,3.19,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6LYQ_3,344,1.0,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_p77774,tbdt_p77774_7ri4_b,tbdt,,P77774,7RI4,B,raw_af2/AF-P77774-F1-model_v6.pdb,raw_pdb/7RI4.pdb,unknown,unknown,none,none,,,,false,,3.4,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7RI4_3,371,0.9464285714285714,0,0,P77774,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_7ri4_d,tbdt,,P0AC02,7RI4,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/7RI4.pdb,unknown,unknown,none,none,,,,false,,3.4,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7RI4_5,245,1.0,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_8bnz_a,tbdt,,P0A940,8BNZ,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/8BNZ.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BNZ_1,810,1.0,1,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p77774,tbdt_p77774_8bnz_b,tbdt,,P77774,8BNZ,B,raw_af2/AF-P77774-F1-model_v6.pdb,raw_pdb/8BNZ.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BNZ_2,392,1.0,0,0,P77774,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_8bnz_c,tbdt,,P0A903,8BNZ,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/8BNZ.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BNZ_3,344,1.0,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_8bnz_d,tbdt,,P0AC02,8BNZ,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/8BNZ.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BNZ_4,245,1.0,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_8bo2_c,tbdt,,P0A903,8BO2,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/8BO2.pdb,unknown,unknown,none,none,,,,false,,3.1,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BO2_3,344,1.0,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_q2fxb0,tbdt_q2fxb0_7p93_a,tbdt,,Q2FXB0,7P93,A,raw_af2/AF-Q2FXB0-F1-model_v6.pdb,raw_pdb/7P93.pdb,unknown,unknown,none,none,,,,false,,1.55,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7P93_1,308,0.9803921568627451,0,0,Q2FXB0,6,pdb:downloaded;afdb:downloaded
tbdt_q48473,tbdt_q48473_1osm_a,tbdt,,Q48473,1OSM,A,raw_af2/AF-Q48473-F1-model_v6.pdb,raw_pdb/1OSM.pdb,unknown,unknown,none,none,,,,false,,3.2,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,1OSM_1,342,0.9421487603305785,0,0,Q48473,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_5ekq_a,tbdt,,P0A940,5EKQ,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/5EKQ.pdb,unknown,unknown,none,none,,,,false,,3.392,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5EKQ_1,790,0.9753086419753086,0,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_5ekq_d,tbdt,,P0AC02,5EKQ,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/5EKQ.pdb,unknown,unknown,none,none,,,,false,,3.392,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5EKQ_2,226,0.9224489795918367,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_5ekq_c,tbdt,,P0A903,5EKQ,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/5EKQ.pdb,unknown,unknown,none,none,,,,false,,3.392,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5EKQ_3,320,0.9302325581395349,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_8bvq_a,tbdt,,P0A940,8BVQ,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/8BVQ.pdb,unknown,unknown,none,none,,,,false,,3.3,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BVQ_1,790,0.9753086419753086,0,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_8bwc_d,tbdt,,P0AC02,8BWC,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/8BWC.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BWC_4,226,0.9224489795918367,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_7nri_c,tbdt,,P0A903,7NRI,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/7NRI.pdb,unknown,unknown,none,none,,,,false,,3.03,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7NRI_3,320,0.9302325581395349,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_7nri_d,tbdt,,P0AC02,7NRI,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/7NRI.pdb,unknown,unknown,none,none,,,,false,,3.03,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7NRI_4,226,0.9224489795918367,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p77774,tbdt_p77774_8bvq_b,tbdt,,P77774,8BVQ,B,raw_af2/AF-P77774-F1-model_v6.pdb,raw_pdb/8BVQ.pdb,unknown,unknown,none,none,,,,false,,3.3,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BVQ_2,373,0.951530612244898,0,0,P77774,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_8bvq_c,tbdt,,P0A903,8BVQ,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/8BVQ.pdb,unknown,unknown,none,none,,,,false,,3.3,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BVQ_3,320,0.9302325581395349,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_8bwc_a,tbdt,,P0A940,8BWC,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/8BWC.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BWC_1,790,0.9753086419753086,0,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p77774,tbdt_p77774_8bwc_b,tbdt,,P77774,8BWC,B,raw_af2/AF-P77774-F1-model_v6.pdb,raw_pdb/8BWC.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BWC_2,373,0.951530612244898,0,0,P77774,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_8bwc_c,tbdt,,P0A903,8BWC,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/8BWC.pdb,unknown,unknown,none,none,,,,false,,3.5,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BWC_3,320,0.9302325581395349,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_7nri_a,tbdt,,P0A940,7NRI,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/7NRI.pdb,unknown,unknown,none,none,,,,false,,3.03,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7NRI_1,788,0.9728395061728395,0,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p77774,tbdt_p77774_7nri_b,tbdt,,P77774,7NRI,B,raw_af2/AF-P77774-F1-model_v6.pdb,raw_pdb/7NRI.pdb,unknown,unknown,none,none,,,,false,,3.03,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,7NRI_2,381,0.951530612244898,0,0,P77774,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_8bvq_d,tbdt,,P0AC02,8BVQ,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/8BVQ.pdb,unknown,unknown,none,none,,,,false,,3.3,ELECTRON MICROSCOPY,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,8BVQ_4,226,0.9224489795918367,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0dxf8,tbdt_p0dxf8_5o67_a,tbdt,,P0DXF8,5O67,A,raw_af2/AF-P0DXF8-F1-model_v6.pdb,raw_pdb/5O67.pdb,unknown,unknown,none,none,,,,false,,2.84,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5O67_1,334,0.7534883720930232,1,0,P0DXF8,6,pdb:downloaded;afdb:downloaded
tbdt_a0a081gu02,tbdt_a0a081gu02_6gie_a,tbdt,,A0A081GU02,6GIE,A,raw_af2/AF-A0A081GU02-F1-model_v6.pdb,raw_pdb/6GIE.pdb,unknown,unknown,none,none,,,,false,,2.1,X-RAY DIFFRACTION,,test,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,6GIE_1,296,0.9351535836177475,0,0,A0A081GU02,6,pdb:downloaded;afdb:downloaded
tbdt_p0dxf8,tbdt_p0dxf8_5o67_b,tbdt,,P0DXF8,5O67,B,raw_af2/AF-P0DXF8-F1-model_v6.pdb,raw_pdb/5O67.pdb,unknown,unknown,none,none,,,,false,,2.84,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5O67_2,334,0.7534883720930232,1,0,P0DXF8,6,pdb:downloaded;afdb:downloaded
tbdt_q5dl42,tbdt_q5dl42_4rlb_a,tbdt,,Q5DL42,4RLB,A,raw_af2/AF-Q5DL42-F1-model_v6.pdb,raw_pdb/4RLB.pdb,unknown,unknown,none,none,,,,false,,2.7,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,4RLB_1,253,0.9149797570850202,0,0,Q5DL42,6,pdb:downloaded;afdb:downloaded
tbdt_a6xb80,tbdt_a6xb80_4rl9_a,tbdt,,A6XB80,4RL9,A,raw_af2/AF-A6XB80-F1-model_v6.pdb,raw_pdb/4RL9.pdb,unknown,unknown,none,none,,,,false,,2.7,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,4RL9_1,255,0.9156626506024096,0,0,A6XB80,6,pdb:downloaded;afdb:downloaded
tbdt_p0a940,tbdt_p0a940_5d0q_a,tbdt,,P0A940,5D0Q,A,raw_af2/AF-P0A940-F1-model_v6.pdb,raw_pdb/5D0Q.pdb,unknown,unknown,none,none,,,,false,,3.5,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5D0Q_1,810,1.0,0,0,P0A940,6,pdb:downloaded;afdb:downloaded
tbdt_p0ac02,tbdt_p0ac02_5d0q_d,tbdt,,P0AC02,5D0Q,D,raw_af2/AF-P0AC02-F1-model_v6.pdb,raw_pdb/5D0Q.pdb,unknown,unknown,none,none,,,,false,,3.5,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5D0Q_3,245,1.0,0,0,P0AC02,6,pdb:downloaded;afdb:downloaded
tbdt_p0a937,tbdt_p0a937_5d0q_e,tbdt,,P0A937,5D0Q,E,raw_af2/AF-P0A937-F1-model_v6.pdb,raw_pdb/5D0Q.pdb,unknown,unknown,none,none,,,,false,,3.5,X-RAY DIFFRACTION,,test,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5D0Q_4,123,0.9911504424778761,0,0,P0A937,6,pdb:downloaded;afdb:downloaded
tbdt_p0a903,tbdt_p0a903_5d0q_c,tbdt,,P0A903,5D0Q,C,raw_af2/AF-P0A903-F1-model_v6.pdb,raw_pdb/5D0Q.pdb,unknown,unknown,none,none,,,,false,,3.5,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,5D0Q_2,344,1.0,0,0,P0A903,6,pdb:downloaded;afdb:downloaded
tbdt_p30130,tbdt_p30130_3rfz_b,tbdt,,P30130,3RFZ,B,raw_af2/AF-P30130-F1-model_v6.pdb,raw_pdb/3RFZ.pdb,unknown,unknown,none,none,,,,false,,2.8,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,3RFZ_2,843,0.94874715261959,0,0,P30130,6,pdb:downloaded;afdb:downloaded
tbdt_p31697,tbdt_p31697_3rfz_c,tbdt,,P31697,3RFZ,C,raw_af2/AF-P31697-F1-model_v6.pdb,raw_pdb/3RFZ.pdb,unknown,unknown,none,none,,,,false,,2.8,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,3RFZ_3,211,0.8506224066390041,0,0,P31697,6,pdb:downloaded;afdb:downloaded
tbdt_p08191,tbdt_p08191_3rfz_a,tbdt,,P08191,3RFZ,A,raw_af2/AF-P08191-F1-model_v6.pdb,raw_pdb/3RFZ.pdb,unknown,unknown,none,none,,,,false,,2.8,X-RAY DIFFRACTION,,train,silver candidate from RCSB:mpstruc_OPM_beta_barrel; region annotation required before supervised displacement use.,silver_betaomp_displacement,silver,0.35,RCSB,RCSB:mpstruc_OPM_beta_barrel,3RFZ_1,279,0.93,0,0,P08191,6,pdb:downloaded;afdb:downloaded
